0
55.0
54.0
53.0
53.0
54.0
54.0
57.0
53.0
53.0
56.0
56.0
52.0
53.0
54.0
55.0
54.0
53.0
61.0
55.0
55.0
53.0
64.0
55.0
53.0
53.0
54.0
57.0
53.0
53.0
53.0
61.0
52.0
54.0
57.0
52.0
55.0
53.0
53.0
53.0
56.0
53.0
55.0
53.0
54.0
53.0
54.0
57.0
57.0
53.0
55.0
