0
54.0
58.0
64.0
53.0
54.0
56.0
53.0
59.0
58.0
58.0
54.0
54.0
55.0
55.0
54.0
53.0
56.0
53.0
56.0
60.0
53.0
59.0
56.0
53.0
53.0
53.0
54.0
57.0
54.0
54.0
54.0
58.0
56.0
53.0
53.0
54.0
55.0
54.0
59.0
71.0
57.0
64.0
58.0
55.0
55.0
57.0
53.0
54.0
55.0
56.0
