0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055566975,0.0021692999,0.005439152,0.0058661946,0.0014942758,0.002048348,0.001410879,0.0016570396,0.0019721957,0.003865236,0.00066503626,0.0010173107,0.0034791043,0.00076944544,0.0028909186,0.0022424823,0.0010248203,0.0040673786,0.0015252476,0.0007150563,0.0007117073,0.0015275774,0.00053414307,0.0010867667,0.00074540736,0.0021692936,0.0025610358,0.00406401,0.0017817348,0.0060456083,0.009090695,0.0062702736,0.0073572835,0.0025870376,0.0013278023,0.003258577,0.0027797492,0.0006466431,0.0053422,0.00194675,0.0033838495,0.0027373333,0.0020019696,0.0009300979,0.0020555241,0.001922082,0.0016571981,0.0013949267,0.0024348998,0.0020019088,0.000921421,0.00072439975,0.0012570566,0.0021772103,0.006043807,0.000822398,0.0035841384,0.00042448138,0.0044877417,0.0041056033,0.0019222675,0.0041033565,0.0013974393,0.00068019546,0.002381463,0.0031878322,0.0015228767,0.0009334945,0.00083221757,0.0024542164
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003851501,0.001777526,0.00664481,0.007546552,0.0049388655,0.008696901,0.0036899478,0.0034285286,0.0035380365,0.002415966,0.003334425,0.0044278237,0.0009185812,0.0026144683,0.0051762224,0.0019729466,0.0050641103,0.005842668,0.004289456,0.00091795524,0.0028207363,0.00044115225,0.00075427466,0.0015786929,0.0019863867,0.004664534,0.0007690511,0.0025534616,0.0027531562,0.0008920153,0.0022241767,0.0012761069,0.0049884706,0.0034965791,0.0030078099,0.004474945,0.009607731,0.0046917805,0.003921168,0.0036815188,0.00463484,0.004418136,0.0024723369,0.0025413807,0.00065925135,0.003807445,0.0054644607,0.0062546064,0.0007994371,0.003011197,0.0012942232,0.0018511802,0.0024794894,0.004407994,0.0035250888,0.0024989694,0.0020921184,0.0008833231,0.0019249266,0.0026836772,0.0042792307,0.0046578916,0.0052716043,0.003350562,0.0011168171,0.004624805,0.005593076,0.0009250644,0.0019248246,0.0019478183
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027311961,0.0072246506,0.0037215336,0.008209965,0.0027270229,0.0011376406,0.0008935101,0.0023598731,0.0014941868,0.0044640223,0.0019308367,0.0033287606,0.0037816626,0.00094762025,0.002329963,0.0020396265,0.0042949594,0.0006855559,0.002149253,0.0036247002,0.002041208,0.0027334609,0.0017661675,0.0018800395,0.0025966957,0.0014152917,0.001452997,0.004945519,0.0032785283,0.0065458957,0.005576542,0.004000312,0.0022891534,0.0040979306,0.0010953271,0.001526836,0.0013260104,0.008291488,0.0049744365,0.0030900962,0.00084462075,0.0020309922,0.0016983816,0.0048347777,0.003945448,0.004586812,0.00455426,0.0020799194,0.004060992,0.002818299,0.0011665307,0.0019776847,0.0017330358,0.00093364954,0.0021123725,0.0040921974,0.0047458378,0.0011080184,0.0013367824,0.006849519,0.0025703036,0.0029754234,0.0028012102,0.0021675804,0.0032106948,0.0058900346,0.007885019,0.0024842175,0.0037904195,0.00058983744
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034978718,0.0039686873,0.0017105078,0.007658279,0.0025760746,0.0011529735,0.00082759425,0.0012783677,0.0017664462,0.0039328565,0.0031175958,0.0032209412,0.0014039078,0.0038127417,0.0026684338,0.000634465,0.0006463336,0.00039556136,0.0031843835,0.0015431121,0.0007275002,0.00389654,0.0025839617,0.002521045,0.00044494052,0.0009452718,0.00076782296,0.003699318,0.002167357,0.0038304918,0.0009047588,0.0020975743,0.002231024,0.0031317642,0.002531657,0.0029003054,0.0053906464,0.00211795,0.004412094,0.0007385304,0.0036523028,0.003307787,0.005022231,0.0042284233,0.0036672887,0.002960141,0.0024106365,0.002462906,0.0013728988,0.0036172795,0.0011654957,0.0020383045,0.0037464406,0.0030797676,0.0010531702,0.0022474788,0.002950359,0.0017317227,0.0011962132,0.001320431,0.0030176423,0.0019789864,0.002526703,0.003205283,0.0011246903,0.0048345793,0.0010659428,0.0041448325,0.001171559,0.0007795602
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00602675,0.0013547637,0.0037158916,0.0069686514,0.006112616,0.008041607,0.0015417085,0.0053558573,0.0025483056,0.0031625067,0.0034420132,0.0011914285,0.006348384,0.0045197094,0.0018695886,0.0012985952,0.00081665354,0.0008729376,0.0017042158,0.001858396,0.0007868055,0.0009038852,0.0037104758,0.0010816595,0.0006086316,0.0028185085,0.0048595243,0.00559367,0.0037334003,0.002560471,0.006620927,0.0009065707,0.00092838437,0.0036784708,0.0029996247,0.005692916,0.00071716047,0.0008342258,0.0050454866,0.0051392126,0.0050326623,0.0017404435,0.0023724488,0.005316216,0.003517342,0.0021415139,0.0008177651,0.007842267,0.002897383,0.0007376689,0.001034143,0.0035725697,0.000998434,0.0014034163,0.005522636,0.0021322737,0.0012609157,0.0033760918,0.0045044953,0.00077757274,0.0018201855,0.0030661623,0.006430945,0.0013115361,0.0021667124,0.0026977074,0.0033770504,0.0025515994,0.003127604,0.0033529792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027364597,0.005230653,0.004198128,0.0023540168,0.0053847437,0.0037819084,0.005369017,0.00230315,0.0010483541,0.003335531,0.004481971,0.0040376023,0.004136136,0.0018989509,0.0022820428,0.0012576489,0.0011448315,0.0024406794,0.0021808802,0.003174972,0.0021918681,0.0012334328,0.001425969,0.0037202372,0.004265828,0.0011572139,0.0011647175,0.0019882557,0.004996412,0.00068802666,0.0065435083,0.0029334994,0.0036588246,0.0033305436,0.0017460576,0.0041055586,0.0025211014,0.0021996582,0.004785242,0.0066373535,0.0023833893,0.0014096339,0.0017280048,0.0048291674,0.0011314113,0.0009399214,0.0016128718,0.002753744,0.0029901345,0.007115068,0.00075331354,0.001947998,0.0025069604,0.0012862458,0.0021220082,0.0025790734,0.0013514742,0.0010799419,0.0060689403,0.002380672,0.0016675375,0.00080995145,0.0023895584,0.004542447,0.0012387319,0.0015252647,0.0033567057,0.0022776977,0.0010197087,0.001050566
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065773847,0.0021385858,0.001782575,0.008182333,0.0027878308,0.010639882,0.0042684623,0.0025591746,0.0053700046,0.0038084511,0.0028524017,0.00072441186,0.0065764096,0.0009771134,0.0052554854,0.0042291973,0.0040376307,0.0020041387,0.005624291,0.0013392542,0.0034485306,0.0019683198,0.0022650606,0.0023170295,0.0024287037,0.0014820416,0.003885244,0.0075814957,0.0032979974,0.003755973,0.004900206,0.003091498,0.005614105,0.0071256445,0.006757003,0.0073869023,0.0032828152,0.007007376,0.0028526222,0.0012092917,0.00569918,0.0023785967,0.0011088211,0.0009918107,0.0021929985,0.001542967,0.0024184785,0.0029644684,0.00410554,0.005328671,0.0028302302,0.0076837437,0.004855064,0.0048262957,0.0033062194,0.0071926205,0.0038039086,0.004957681,0.0066250702,0.001514671,0.001997031,0.0032951722,0.005627633,0.0025317622,0.0013282514,0.004291342,0.0022282677,0.0035468487,0.0032361853,0.005066317
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002238248,0.0011624949,0.003485084,0.003029679,0.0044904924,0.00085439783,0.0033406415,0.0038119757,0.001928252,0.0039003603,0.0023004215,0.0032679534,0.0016702502,0.001473615,0.0010140791,0.0012651756,0.005343513,0.0010082651,0.0017130253,0.0026719943,0.0014720425,0.0025364612,0.004134928,0.0018081898,0.002844575,0.0006022838,0.007857795,0.007694579,0.0023974758,0.0059848926,0.0047866036,0.0028625566,0.007212502,0.0022890195,0.0019379021,0.0024488296,0.0054667043,0.0047363965,0.005074238,0.0044096885,0.0044336636,0.0010036586,0.004095544,0.0031086807,0.003150704,0.0011783751,0.003084565,0.0032717271,0.0018522139,0.0056155785,0.006470634,0.0011986237,0.0017931579,0.003951247,0.0012898177,0.0030571718,0.004927809,0.0037231843,0.0045712856,0.0040795254,0.001166552,0.0034509734,0.001906444,0.004683177,0.0014969914,0.0010662501,0.0041822665,0.0031515667,0.0020613954,0.00093799736
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016382887,0.0063629043,0.0068099904,0.0045065833,0.006335956,0.0029471754,0.0025014493,0.001225768,0.0017041177,0.0017065563,0.00081401056,0.002626925,0.003108557,0.004634575,0.0008410165,0.0010200343,0.0047489847,0.002610522,0.0023267479,0.0014402024,0.0030511268,0.0031795807,0.0007540844,0.0011791035,0.0011859445,0.0021839868,0.0018315845,0.0059951665,0.0068075103,0.0023370716,0.0039441367,0.0038027922,0.0007004876,0.0049286713,0.0008874691,0.010940978,0.0030732725,0.0013768194,0.0040122764,0.0031676437,0.0056906207,0.0014196961,0.0018600608,0.004063764,0.0017198162,0.009510505,0.0028721183,0.0034045654,0.0018473954,0.001219005,0.0016290146,0.001005436,0.003170831,0.0069074635,0.0040864577,0.002497638,0.0071853665,0.002814259,0.0018183574,0.0020830312,0.0012333096,0.0044235387,0.0033609732,0.0016638413,0.0046023694,0.0025262858,0.0005036197,0.004195786,0.004064531,0.0013884597
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002779444,0.003545647,0.0031055459,0.00096653926,0.0060523613,0.0035649694,0.0038414977,0.002034572,0.0040797014,0.0024868115,0.0025392359,0.00399833,0.0029822493,0.005081609,0.000508721,0.002070424,0.0031698805,0.0011729294,0.0018572529,0.0029039641,0.004599377,0.0018642419,0.0036673103,0.0037433053,0.003685105,0.0013549502,0.0011342692,0.011374516,0.0034526945,0.004165283,0.003236366,0.0056474824,0.0043385057,0.0034693202,0.0023752972,0.003156567,0.0039219786,0.0084540015,0.0036776562,0.0016932236,0.003557511,0.0078335535,0.0022730657,0.005856129,0.0009724027,0.0055306926,0.00065541914,0.0033675602,0.00083826727,0.0006809317,0.0047383336,0.0028590471,0.0012557205,0.0020114654,0.0035422486,0.0043425593,0.0026354918,0.0043025576,0.0020999974,0.0046532135,0.0017746382,0.0030749305,0.0017720265,0.005019435,0.0055599934,0.0045503615,0.0039098556,0.0049024373,0.0011056211,0.0020538592
