"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.577402031898673,-0.467490468116044,-0.616057197792093,0.205027626652111,0.911304010899616,0.602275276829323,0.37979724320477,0.635800406878843,0.533502437286963,1.35640505931471,1.79708487295826,1.33623811029615,1.85796490583394,2.13606716257782,1.39263079544527,2.42551468072821,1.83282195972514,1.18650229905829,1.86002095398987,1.16532897608536,1.21525401749368,1.00574363049958,0.675784978604752,1.3545463936064,1.39754778030284,1.38965403674503,1.41577703093096,0.617268591571492,0.729066101977848,1.29811209849962,1.61005352040287,1.05121857937819,0.866239796481194,0.718080934357962,0.061322776122609,0.525554188000779,0.606535124223137,0.402670351509793,0.506616846654773,1.38036414102291,1.18398350389938,1.62160055855156,1.33647212328616,1.29807900227815,0.541635890321873,0.942196402034106,0.620835572324354,0.133069535221803,0.493976224250723,1.140118270433,1.57360351528384,1.65577358417058,2.12627956986874,1.45913481196948,1.1749741164708,0.707298021895613,1.58905466179196,1.50520711094047,0.539032911964196,0.841548477460695,0.94674883755149,2.54918270765129,2.77101004197088,2.57196234151382,2.00093221505455,1.48432616962598,1.95923581096639,1.15931317242123,1.31087866129845,1.46672771855257
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65901897519234,2.47408743932462,2.37529140759754,2.73310581202723,2.88813391503516,2.78339163373792,2.86124558186936,2.59015204150374,2.83328440839393,3.01551824540468,3.4041031564068,3.15754481922306,3.40453205231828,2.80757271956538,2.62669099019215,2.83680239033462,2.19497824300449,1.50597635409848,1.2555474464971,0.997174970077395,-0.149904371604591,-0.152762650230402,0.306921118811013,1.13169726966673,1.15116248347573,0.631692176158374,0.410269306114892,1.41437058981391,1.22172291470829,2.3802915658256,2.30416363294015,3.04806822398509,2.27228739295074,2.92779508953332,1.8115637471257,0.587186201381818,0.494491909749525,0.557547372906017,0.269260549370073,0.199323844187028,-0.208946892359332,-0.164753924599184,0.591195464071816,-0.120370406922285,0.858855024989499,0.93596090645748,1.08260747580996,0.689820135012958,0.817258539267786,1.78934440115013,1.89591854799559,1.4521843868097,1.37512873445175,1.54837496916718,1.35376749200397,1.08491800707456,1.16101288754413,0.891952571023098,0.968147224272255,0.619427070323525,0.39369477827243,0.063978803248447,0.426169487425659,1.14460014818835,1.38632669171963,0.868692399192799,0.787097093316364,1.6780838387016,1.52604483062718,1.16264736556151
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02019968104471,0.342752525229704,0.15163544768132,-0.16545865547778,0.820861900011793,1.39545049825807,1.16557528689304,1.33391618578153,1.26654034171075,1.14204562575518,0.966591440978646,0.739134841476114,0.90531678259464,1.44957423032657,1.9228885988438,1.74880719740077,3.25643870531913,2.75419946706304,2.32168779403935,2.18274656386011,2.42521301724349,2.37407229767129,2.78551049747074,1.76503329115481,0.797794560397288,1.22958222377457,1.25339522264245,1.10712906250487,0.62623337331503,0.144543290301741,0.343374268050373,0.98824850909426,1.85207219134175,3.21659635246651,2.70325280961091,2.03255538860042,1.33586388235754,1.58050320882398,1.8364330216813,1.72114483941718,1.87499238837035,1.70385274080233,2.20571846423248,2.71580795902765,2.07036636652722,1.5071129028193,1.47913911290411,0.852390672586651,0.0528133093008538,0.796087683909054,0.359386058866604,0.665056309471673,1.09235670582067,1.18243892126117,0.986585208400553,0.503997729391535,0.0595649668531002,0.25622202505586,0.164951022364232,0.533816377534278,0.387090113156881,0.984692516030123,0.481543756402896,0.700712588337904,0.683873220505758,1.44860068104344,0.637680694371345,1.22755578561472,1.23665476881453,2.496013391662
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07897420818862,1.33165823767296,1.49458290809476,1.42876343540735,1.61490024271025,1.7583911377331,1.59987358875645,1.00941222230637,1.34646622004072,0.815249859445097,0.838530971110924,0.582220675828736,0.711149712773467,-0.459899853201851,-0.34961066324416,0.101746684716759,0.0896013351260048,0.567133621801314,0.808772274331059,0.604914469188158,0.281960633328455,0.240419445269654,-0.0429058038322344,-0.0900926081637161,0.228916712205874,0.879616494049027,1.16669887705174,1.32929173793298,0.601329012524562,0.821683673704399,0.613440263521638,0.843055363663818,1.15823821238477,0.696054741721695,1.67929199382714,0.835364665269647,1.43683858567123,1.44446936685979,1.39033689465496,1.54840979206116,2.07172726360727,2.10785069329921,2.17169141821176,1.65612443627934,2.18774543583053,3.37007929141398,3.52723389828692,2.86962098280359,2.78243127065754,3.00986688867422,3.04158462560787,2.72110376350105,2.00306230891349,2.2820737638048,1.88089511045703,1.61847241579529,1.74790544601597,2.02374819644863,1.34480908441968,0.371905380079112,0.296550039940361,1.27874066037726,0.593904801245482,0.866347290923718,0.486767605731181,0.919801388836447,1.53226528675094,1.46146444632149,0.963289953618522,0.764211211908861
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624960902192952,1.26654501828971,1.35679511535876,2.01338257823057,1.9316426743145,1.89531953348995,1.4031420404749,1.15480440176015,0.485374195437754,-0.115055010273616,0.336496670094561,-0.117015193248398,-0.0142902537996113,-0.0750037695728225,0.150104330769706,0.464315441252349,-0.529958964142795,-0.045322250955133,0.20763361708573,1.00030042948437,1.09778166480417,1.00194738740374,1.5586640884595,1.71087149645094,1.85987289293703,1.52050594095321,1.61735010151094,1.79927924432974,1.9889810458017,1.77104404620619,2.04647642084094,2.28355651147036,1.91538906169425,1.45407308357025,1.5162980534305,1.88211315780489,2.48565884801418,2.6417228990875,2.88284917175839,3.31758239464923,3.29551707934816,4.37028498023835,4.11532004701931,4.305776672673,3.42811032937308,2.71760746430213,2.46824133861781,2.6907969568669,1.49683857984571,0.467662790789745,1.16927483811867,0.983076646007351,0.835826614513821,1.0852782231666,1.21271403434138,1.0958376317448,1.14894807065098,1.24335909546258,1.38328572056579,0.900476586785486,1.11564089381613,0.24330009842584,0.416205883358374,2.15907897371805,2.66614680458978,2.17580734496538,2.39393195567771,2.64821468952787,2.90319586690532,2.80115077005113
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07133939354498,2.05223234301629,1.94612960914567,1.57745339131585,1.10990366947729,1.33556507374489,1.84729413972455,1.522391281446,0.500111891686137,0.29254431607962,0.498233143604247,0.525819945948028,1.04115426719641,1.00284200708063,0.28395740934385,0.546121469539129,0.686326625311079,1.43375003625874,1.33379598114223,1.25920334436028,1.95150944544384,2.20528868745354,2.50994643713893,2.48309204733508,2.66271490861884,1.37711116353407,1.31519753660478,1.71700451171808,2.13063032955662,0.881284419033275,0.390960727480957,0.488780418739403,-0.0242559624176947,-0.0783610863614761,1.15923739252621,1.19286588110506,1.01341338685832,0.641835311126628,0.722121318902529,0.537764074769053,0.494806755432158,0.349232264505036,0.814761143536496,0.622915709707074,1.3869456767097,1.21186947964374,1.61284902548621,1.1602353870487,1.21625275969545,0.617842626280697,0.835119336949983,0.247772708370932,-0.798626749752155,0.3830705063769,0.0817019760629581,0.246579641815082,0.380706809483303,-0.0300110670628123,0.493919821117425,1.22243281445278,0.717072060266805,0.453562205633738,0.559698276085111,0.261255763463463,-0.654244275277319,0.189068597077643,-0.160606798012703,0.191446033415184,-0.486519465986728,-0.815656161262006
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48798582497004,1.46230442078276,1.4516492133007,1.21731860955186,1.59287900065873,1.90554624396854,2.20743154276592,2.28372977012033,2.59454480237741,2.19733914390404,1.58690134055485,0.923513256385458,0.793084189824331,0.0537969807448043,0.0804434962360633,0.416344888824301,1.18472179604731,1.1994592636184,1.35115000412102,1.98750887472289,1.90319698069572,2.12432844593815,2.37027452483516,2.10729244913582,2.82309520106133,1.18786010234157,1.70864322500738,1.59711727508751,1.15851776038925,1.46868233605957,1.05908080881816,1.13321929283336,0.766714105278054,1.44633046584226,0.805734463406898,0.109468687356986,0.966927813803063,1.09364530957989,0.22372961402554,0.353886268592488,0.557616678250206,0.443458297932682,0.710087981487031,1.09455879968078,1.46324597028136,1.54736336605098,2.00547662817474,1.5547722610759,1.0551842829598,1.31231762628113,1.44868360550551,1.15389847782624,1.51576210558477,0.709284190958031,1.25831596649825,0.51567609266299,0.544086029092778,1.26623351558316,1.21343939315544,0.367392574311716,0.242046179190223,0.753485655774799,0.284476521473369,0.997611450109927,1.12727907012343,1.34537071433191,1.33304812012491,2.03228677417395,1.00324664006165,0.546416222153522
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00310065990093,1.08061122730744,1.42455633124295,1.41605756283465,2.23845349227759,2.29585323680373,1.79233864106773,1.56811640959781,1.82269551396294,1.96961847463482,1.29451134720632,1.13287105961367,1.15147226244189,1.19397720525902,1.493418409115,1.70402702049872,1.16651360480237,1.07498242401488,0.392449518261841,-0.369803015361471,0.930056092153281,0.815854716342277,1.12074456115544,1.29754966770793,1.06682322462773,0.476510182270409,1.26632407230914,0.428699157447977,0.668549117755579,0.975732173931259,0.976574686820531,0.461186384158242,0.24536054830565,0.963255223092092,0.559248565960149,0.803097778012782,1.48288036704538,1.93063298506048,2.24912091650889,1.42559028379908,1.64401292252132,1.48519631531941,1.01990459460804,1.21980415636595,0.940737795525385,0.969790249975508,1.30766070864101,1.31385380533581,0.417287701012537,-0.169123194501286,-0.0992167153761889,0.125802810242519,-0.385789599817368,-0.394172530765846,-0.344524652075907,-0.58037372020638,-0.348757825323106,0.291372281349105,0.538445535319071,0.886690400974651,1.51190581447723,1.0381860592463,0.739422708708571,0.213901695591615,1.12559495048519,2.14807613833246,2.7830948454814,1.75053198677634,1.42354577237372,1.95580112922685
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805546170211727,1.34365515378288,0.516237678434556,0.33689516875988,-0.317903288150096,-0.371633950062158,-0.412864542494648,-0.0712454641008719,-0.655361488037702,-0.266138456077182,0.295409932883662,-0.219582069147939,0.10722715841172,0.016360207839656,-0.740877244463782,-1.49120232020733,-1.10932677520978,-0.963310792473266,0.342099190548284,0.307251442077598,-0.310184110480003,-0.262568380361649,-0.432439456426146,-0.66331330154,-1.03418433109097,-0.823409554166901,0.106689978847805,0.642290996558183,0.96077171488306,0.601325277126405,1.4685842464761,1.60699363711634,0.262482709756005,0.0812981999297383,0.0862796244819246,-0.274304102826561,0.0154496591553111,0.419499617830318,1.05630710772149,1.80066916557275,1.60712407765196,1.20589396794416,1.69023992070108,2.17651325370807,1.42612274211494,1.79096565259103,0.87119861629267,1.32298779575053,2.00929469056926,2.36274063259538,1.99502126922896,1.67766269016682,1.36557261091294,2.09415102847349,2.09665341341733,2.79764051071098,2.29337537587012,2.47198814914081,2.65681943180902,2.07158429475666,2.02727465731526,1.7989526793646,1.84377346592717,0.921566083954156,0.752924219256066,0.665125781232464,0.455718289632238,0.858920108067314,1.60994732757547,2.40611079372972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.879430339446265,-0.385703104617828,0.360472646247193,0.390544888810267,0.166811299208054,0.491697577053071,0.313679611274605,0.443522317910332,0.818156203674505,0.758330953189867,0.392031156660913,2.30510607632738,2.92164016695746,2.26383537185704,1.73237855741316,1.47282024600221,1.805940175933,1.24129475483846,1.29905121013553,0.990302120333142,1.34980223533333,1.50652741641659,1.28848448181115,2.25396072214476,2.8301703464735,1.626370462547,1.44613144758105,1.49018620801465,1.01455000382042,1.00543999672076,0.574130530535469,1.03702926058556,1.46600633500962,1.19784099435163,0.879445158641803,1.726116499503,2.77324363660721,2.75039632618054,2.65760328201584,3.0217651004234,3.16779805898756,2.90983387181681,2.85121932453471,3.00245398814043,3.13159523919607,2.8886399806459,1.54042074786291,1.33952345786178,1.46514743651038,0.83196957203967,0.83527107511883,1.07596253062546,0.821020894010572,0.682400046300486,1.26465460980138,1.24327978259066,1.39944787740007,1.45577661255988,0.713880652731567,0.793217438497521,1.11102923622814,1.50726349930436,2.15410003046027,1.75259499147863,1.91836959707979,2.07437027325474,2.543647792726,2.39969093646363,2.36134161658036,1.63439566406776
