0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017843127,0.0008684521,0.0019349725,0.0024708728,0.0012736811,0.0022852952,0.00050598267,0.0009517017,0.0023706106,0.0013823166,0.0013840919,0.0021184434,0.0028638735,0.0017383611,0.0026974387,0.0016144095,0.0025509957,0.0010587686,0.0017679748,0.0015470774,0.0014484554,0.0022278721,0.0018109818,0.0031646248,0.0020597624,0.0024197141,0.0016407935,0.0007030885,0.0011936678,0.0014069282,0.0015029156,0.0016217467,0.0046190415,0.0035040276,0.003326313,0.000762005,0.0010729417,0.001750757,0.0013561167,0.0025202883,0.0016942768,0.002035661,0.0023574159,0.0014196327,0.0020996511,0.0013763763,0.0028621664,0.0012803191,0.0008843463,0.0021489724,0.0028637194,0.0028133842,0.00064088276,0.0024151835,0.0006768979,0.0023849907,0.002780164,0.0022498907,0.0031721664,0.0021003112,0.001829168,0.0035345652,0.0020410693,0.0025666729,0.0026008573,0.0012953795,0.0008449824,0.0010189031,0.0022676007,0.0018964349
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008041106,0.0014030283,0.0012666449,0.0012928285,0.00062379485,0.0014971377,0.0006226458,0.0012278657,0.0010484797,0.0012157394,0.0012719862,0.00096121867,0.002406204,0.0018555411,0.0017134247,0.0012517399,0.0008560294,0.000904802,0.00095576537,0.0007041061,0.00095403625,0.00054089923,0.00093374634,0.0005472067,0.00091951893,0.001385561,0.0027367605,0.0008444914,0.00041179897,0.0017696576,0.0015843383,0.00032103842,0.00096559344,0.0024166314,0.0010341763,0.0020396062,0.0013748463,0.0004356422,0.00068659266,0.0013427075,0.0029682196,0.0013048293,0.0019127342,0.0008618942,0.0011016857,0.0014115453,0.0030592778,0.0005383655,0.0011168779,0.0011121916,0.0019040498,0.0014148365,0.0009484377,0.0012025953,0.00070547836,0.0012068794,0.0014280509,0.00143169,0.0014384178,0.0012914345,0.0013645258,0.0010715508,0.00085643417,0.0017322581,0.0011683942,0.00044996126,0.00053606683,0.0010442227,0.00056598696,0.001607606
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004790747,0.00084700383,0.0015828146,0.001209495,0.0013206776,0.0017596219,0.0008891947,0.0016939599,0.0012854438,0.0012491347,0.0007747225,0.0020169804,0.00339286,0.0018454397,0.0018444336,0.00096529955,0.0012693821,0.0011003969,0.0023703692,0.0010064937,0.0016006851,0.00095056597,0.001898009,0.0011356252,0.001383763,0.00050560717,0.0013762028,0.0004682855,0.0028043552,0.0014305785,0.002075954,0.0019340222,0.001066129,0.0011988439,0.0036562344,0.0022349458,0.0021811689,0.0022405914,0.002211717,0.0026133414,0.0009983267,0.002494385,0.0008050961,0.0032640507,0.001644512,0.0015783686,0.0013309721,0.0022007243,0.0024840322,0.0007718533,0.0011810604,0.0006262021,0.001720127,0.0013192345,0.0012481466,0.0012985334,0.0008000947,0.0013085243,0.0017019375,0.0015595844,0.002084054,0.00096883497,0.0011799379,0.0010600991,0.0008883765,0.0017430503,0.00078655285,0.00090976607,0.00228962,0.0017870318
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003002347,0.00041617238,0.0017880142,0.0019932282,0.0017813694,0.0010046109,0.0004923695,0.0011483728,0.0010819164,0.0011137441,0.0017128069,0.0014501363,0.0004989781,0.0011341284,0.0017812899,0.0021492208,0.0009343438,0.0016908471,0.001276992,0.0019687202,0.0012409748,0.0034109969,0.0015482861,0.0023381335,0.0019816023,0.0021715043,0.0016177973,0.0021102305,0.0031438682,0.002203214,0.00047582173,0.004299898,0.0028831812,0.0025066824,0.0022947202,0.0028492645,0.0028327957,0.0022293492,0.0025577587,0.0025291299,0.0005572963,0.0014152615,0.0012404773,0.0011019644,0.0011791504,0.002882407,0.0010108706,0.0008950417,0.0038412418,0.003430905,0.0009865266,0.0027152894,0.0024763548,0.0019126228,0.0021498043,0.0019090389,0.0010471111,0.0022694448,0.0010376408,0.0022624428,0.0044360016,0.0014005576,0.0023456747,0.0014852413,0.0010072492,0.0017907094,0.002809647,0.0017740679,0.0015662878,0.0006756684
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012878831,0.0006838119,0.00053109956,0.0011637028,0.0020372209,0.0024545596,0.0013278481,0.00085741526,0.0010206292,0.0010105598,0.0008457887,0.0011953509,0.0003885864,0.0027191387,0.0013385696,0.0012849115,0.00038926947,0.0011390474,0.0011681071,0.0017260133,0.0005213601,0.00048813358,0.0026258023,0.00073369074,0.0011824892,0.0009254316,0.0010566168,0.0009617278,0.0007428259,0.0025582314,0.000639524,0.0012659678,0.0022397072,0.0011048092,0.0013624884,0.0008187982,0.0015643009,0.0016365618,0.001022338,0.0020249963,0.00085754675,0.0015998489,0.001101158,0.0013790901,0.0015288342,0.0004204811,0.0016787943,0.0012550722,0.0019527941,0.0014225686,0.0026601632,0.00045667717,0.00032808274,0.000838309,0.0017636308,0.0015884482,0.0017757284,0.0007682013,0.0009985884,0.00048796833,0.0016846285,0.0017100296,0.0012388199,0.0021685075,0.00066366163,0.00089621684,0.0016017444,0.0020630297,0.0019985018,0.00065407465
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011303286,0.00072322163,0.00331349,0.0007609184,0.0012432786,0.0018945773,0.001712772,0.0005497418,0.0016039797,0.0009878826,0.0009374053,0.0015245214,0.000929141,0.00086916465,0.0025185964,0.001979885,0.0014103375,0.001764898,0.0011819598,0.0017415344,0.0011459162,0.0019207122,0.00083499803,0.0015169511,0.0013704346,0.0006566177,0.0018036367,0.002110665,0.0014540176,0.0006605949,0.0018054052,0.0014283744,0.0005934092,0.0010208575,0.0016530268,0.00084923184,0.0024245435,0.0005929633,0.0012771146,0.00041796552,0.00072685856,0.00141755,0.00086709607,0.0013638873,0.0017448914,0.0019619998,0.00040960687,0.0012779345,0.001130871,0.0028358072,0.0012678513,0.0016485435,0.002466471,0.0010964046,0.0020911002,0.0009905685,0.0004407965,0.0016055935,0.0022238554,0.0016986284,0.000428871,0.0007768541,0.0009887745,0.0014682247,0.0022569292,0.0012488976,0.0010727493,0.00078046747,0.0032200525,0.002791247
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013673299,0.0028286586,0.0013366968,0.0019050353,0.0015710202,0.0015211715,0.0008909719,0.0011515131,0.00075046817,0.0020704714,0.0017216878,0.0028970013,0.0010968512,0.0013794912,0.0016833633,0.0021575734,0.0011324278,0.0014546929,0.0018292227,0.0013586162,0.0010964143,0.0012008077,0.0018861364,0.0010423514,0.001013092,0.00097296265,0.0012223821,0.00084449846,0.0013631157,0.001560246,0.00096859963,0.0012372225,0.0015510214,0.0011260728,0.0008766226,0.0025450212,0.0032283755,0.0011964494,0.0021254255,0.0022508006,0.0010751502,0.0013114595,0.0009978566,0.001244069,0.0018012191,0.0010938369,0.003402563,0.0007959831,0.0013526925,0.0016729825,0.0019500586,0.0009110312,0.0010492912,0.0013532738,0.0015138667,0.00092199334,0.0019472357,0.00083900377,0.0013260453,0.0015282473,0.0008920735,0.00069428235,0.0006978769,0.0029213792,0.0015113474,0.0009481013,0.0012363124,0.0011504417,0.001193111,0.0005739213
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022158632,0.0012421461,0.0038221786,0.0014531915,0.0024647918,0.0014409877,0.0021802061,0.00039834646,0.00062199845,0.0020828168,0.0016358391,0.0011233971,0.0007354192,0.001034538,0.0006644718,0.0012370973,0.0017268435,0.0016189512,0.0011560988,0.0017560245,0.002341032,0.0003220791,0.0010624303,0.0012742417,0.00072459335,0.0013041481,0.0012083278,0.0016345618,0.0011432655,0.0016801917,0.001296183,0.0013097711,0.0026995481,0.0018207828,0.0021423448,0.0018669337,0.0013662573,0.0012935547,0.002485136,0.00036950968,0.0011049571,0.0021536027,0.0016469727,0.0013102206,0.0010004677,0.0010340323,0.0022339826,0.0008726584,0.0040131845,0.0011115017,0.0015130222,0.0027736863,0.0009786608,0.0013515538,0.00075262773,0.001082561,0.00083202176,0.0026826842,0.001073778,0.00047010707,0.001075586,0.0019901623,0.0009986784,0.0008905358,0.00033704736,0.001672096,0.0020706588,0.0017750638,0.001051373,0.0011362685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001654688,0.0019178967,0.0025364053,0.0018274402,0.0014162739,0.001024456,0.0020757546,0.00089273875,0.00091289834,0.001295848,0.0006420927,0.000915566,0.0011636403,0.001999683,0.0008388761,0.000675668,0.002036311,0.0009654849,0.000592481,0.002088732,0.0008275593,0.0010547937,0.0011294291,0.0018338056,0.0013944912,0.0015736662,0.0010433429,0.0026806688,0.0012634578,0.0013417598,0.0015270576,0.00058741594,0.0016175151,0.0017595943,0.0009496468,0.0018304208,0.0030307935,0.00047912667,0.002718238,0.0032514152,0.0030613437,0.0015687806,0.0017490615,0.001745606,0.0012568681,0.0012758082,0.0013801751,0.0015240534,0.0013997831,0.00061782304,0.0022998615,0.0013669903,0.001545905,0.0012196746,0.0012099445,0.0009610293,0.0014722951,0.001152625,0.0008663089,0.001247441,0.0017335091,0.0005682985,0.0021796576,0.0014668561,0.001984962,0.00111035,0.0013637347,0.0019893046,0.0004167973,0.0014208034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00235698,0.0019424726,0.0039945077,0.00085521786,0.00077820616,0.0014324349,0.00320372,0.0019852296,0.0020365121,0.0029297264,0.0024177996,0.0019624706,0.0038654692,0.001126743,0.00089391274,0.0020624346,0.0035533404,0.00043744565,0.002575765,0.0011842628,0.0011095111,0.0020869686,0.0016951835,0.0010498777,0.0004848087,0.0005371955,0.00033246604,0.0021877715,0.0026490805,0.0023080648,0.0047917566,0.002675293,0.003735727,0.00406243,0.0024027298,0.0018223926,0.0022359984,0.0020749967,0.0018009411,0.0024803274,0.0016326776,0.0021874288,0.0017996014,0.002971998,0.0009410731,0.002101837,0.00058685686,0.001192474,0.0005626863,0.0018065929,0.00067575905,0.0033087048,0.00095937535,0.001578717,0.0010008242,0.0016886817,0.0008162594,0.0008802112,0.0018108209,0.0014876107,0.0025154303,0.0010580262,0.0023435303,0.0013478054,0.00060351135,0.00055373926,0.0021199551,0.002448737,0.0011440096,0.0019630967
