0
56.0
57.0
58.0
58.0
54.0
76.0
53.0
53.0
54.0
55.0
60.0
59.0
60.0
55.0
53.0
54.0
56.0
55.0
52.0
53.0
54.0
58.0
60.0
54.0
57.0
68.0
52.0
53.0
54.0
55.0
57.0
54.0
53.0
55.0
58.0
52.0
54.0
53.0
53.0
53.0
54.0
53.0
55.0
53.0
53.0
59.0
70.0
54.0
53.0
53.0
